id,Name,Type,Cuisine,Address,District,Rating,AveragePrice
D5 0028,Lac Kiu  Bach Tuoc Cay Pho Mai  Nguyen Trai,Bistro,Korean,"646L Nguyen Trai, P.11",5,3.35,"40,000"
D5 0030,Dim Tu Tac  Nha Hang Quang Dong  Tran Hung Dao,Restaurant,Chinese,"29B Tran Hung Dao, P. 6",5,3.75,"250,000"
D5 0031,Tran Quang Ky  Vit Quay Sot Tieu Den,Bistro,Chinese,"390 Tran Phu, P. 7",5,3.7,"150,000"
D5 0033,Lu's Corner  Hong Kong Vietnam,Restaurant,Chinese,"319 Hung Vuong, P. 9",5,3.8,"10,500"
D5 0034,Ga ran va Mi Y  Jollibee  Tran Hung Dao  HCM,Restaurant,Philippines,"354  356 Tran Hung Dao, P. 2",5,3.45,"29,500"
D5 0041,Hai Thanh  Ha Cao & Xiu Mai,Restaurant,Chinese,"167 Bui Huu Nghia, P. 7",5,3.6,"15,000"
D5 0045,Sandwich  Hamburger Chia Nui  Nguyen Trai,Bistro,Italian,"56 Tran Xuan Hoa, P. 7",5,4.05,"20,000"
D5 0048,Sik Dak Fook  An Duoc Phuc,Restaurant,Chinese,"411 Tran Hung Dao B, P. 14",5,3.1,"162,000"
D5 0052,Banh Bach Tuoc Takoyaki,Restaurant,Japanese,"148 Nguyen Bieu, P. 2",5,3.5,"25,000"
D5 0053,Starbucks Coffee  Lakai Building,Cafe,USA,98 Nguyen Tri Phuong,5,3.8,"80,000"
D5 0054,Pizza Inn  Huynh Man Dat,Restaurant,Italian,"77A Huynh Man Dat, P. 7",5,3.45,"96,000"
D5 0057,Song  River Side  Mon Hoa,Restaurant,Chinese,"56  58 Le Hong Phong, P. 2",5,3.8,"135,000"
D5 0062,Ai Vietnam  Am Thuc Trung Hoa,Restaurant,Chinese,"412  418 Tran Hung Dao, P. 1",5,3.45,"375,000"
D5 0063,Vit Quay Phat Thanh,Bistro,Chinese,"157 Bui Huu Nghia, P. 7",5,3.4,"325,000"
D5 0066,Quan U Pa  Kem Ca Pho Mai  Nguyen An,Restaurant,Korean,"9A Nguyen An, P. 11",5,3.75,"12,000"
D5 0068,Bun Dau Trang An  Nguyen Duy Duong,Bistro,Asian,"51 Nguyen Duy Duong, P. 8",5,3.8,"30,000"
D5 0069,Tra Sua Tien Huong  Nguyen Tri Phuong,Cafe,Chinese,"138B Nguyen Tri Phuong, P. 9",5,3.25,"43,000"
D5 0073,Sushi Phuoc Ngu Dong Hai  Take Away,Restaurant,Japanese,"711 Nguyen Trai, P. 11",5,3.35,"255,000"
D5 0076,KOI The  The Garden Mall,Cafe,Singapore,"Tang Tret The Garden Mall, 190 Hong Bang, P. 12",5,3.7,"45,000"
D5 0078,BangKy  Mi Ca Vien Cari,Bistro,Chinese,"436 Nguyen Trai, P. 8",5,3.35,"47,500"
D5 0079,Xoi Hang Ga,Bistro,Asian,"155 Tran Hung Dao, P.10",5,3.25,"37,500"
D5 0081,Uncle Tea  Tra Dai Loan  Tran Hung Dao,Cafe,Taiwanese,"612 Tran Hung Dao, P. 2",5,3.35,"44,500"
D5 0085,Opla Inox  Chau Van Liem,Bistro,Chinese,67 Chau Van Liem,5,3.5,"50,000"
D5 0086,Royaltea  Tran Phu,Cafe,Chinese,394 Tran Phu,5,3.35,"50,000"
D5 0087,Wow Taiwan Milk Tea  Nguyen Trai,Cafe,Taiwanese,"117 Nguyen Trai, P. 2",5,3.45,"35,000"
D5 0088,Kowloon Bingsutt  Nha Hang Mon Hoa,Bistro,Asian,"74 76 Bui Huu Nghia, P. 7",5,4.15,"31,500"
D5 0091,Royaltea Vietnam  Tran Binh Trong,Cafe,Taiwanese,"175A Tran Binh Trong, P. 3",5,3.35,"50,000"
D5 0093,Com Ga Hai Nam  Tran Hung Dao,Bistro,Chinese,934 Tran Hung Dao,5,3.3,"37,500"
D5 0097,Mi Ngu Long Cong Chua,Bistro,Chinese,418B Tran Phu,5,3.75,"42,500"
D5 0103,Kem Baskin Robbins  Tran Hung Dao,Cafe,USA,181 Tran Hung Dao,5,3.65,"249,000"
D5 0104,Lao Huong Than  Com Ga Xoi Mo,Bistro,Chinese,"402 Tran Phu, P. 7",5,3.3,"40,000"
D5 0108,Mi Vit Tiem Hai Ky,Bistro,Chinese,"349  351 Nguyen Trai, P. 7",5,3,"66,500"
D5 0124,Com Ga Bau Sen,Bistro,Chinese,"192/30C Nguyen Trai, P. 3",5,3.95,"40,000"
D5 0125,Cham Do  Parkson Hung Vuong,Restaurant,Chinese,"Tang 3 Food Court Parkson Hung Vuong, 126 Hung Vuong, P. 12",5,3.2,"71,500"
D5 0128,Tra Sua Tran Chau Hong Kong  Tran Phu,Restaurant,Chinese,"354 Tran Phu (Nga 4 Nguyen Tri Phuong), P. 7",5,3.5,"24,000"
D5 0133,Mi Cay Naga  Nguyen Van Cu,Bistro,Korean,"213F Nguyen Van Cu, P. 3",5,4.4,"33,000"
D5 0139,Takoyaki  Banh Bach Tuoc Nhat Ban,Restaurant,Japanese,"18A Nguyen Kim, P. 12",5,3.5,"20,000"
D5 0141,Dong Xuyen  Lau & Hai San,Bistro,Thailand,"407  409 Nguyen Chi Thanh, P. 15",5,3.15,"135,000"
D5 0149,Uncle Tea  Tra Dai Loan  Lao Tu,Cafe,Taiwanese,"21/31 Lao Tu, P. 11",5,3.25,"44,500"
D5 0151,Sushi Co Chu Hoa Mai  550 Tran Hung Dao,Bistro,Japanese,"550 Tran Hung Dao, P. 2",5,4.45,"295,000"
D5 0154,Tra Sua Bumba  Parkson Hung Vuong,Cafe,Asian,"Cong Duong Nguyen Kim, Parkson Hung Vuong, 126 Hung Vuong",5,3.25,"20,500"
D5 0155,Kichi Kichi Lau Bang Chuyen  An Duong Vuong,Restaurant,Japanese,"65 An Duong Vuong, P. 8",5,4.5,"228,500"
D5 0159,Don Chicken  Nha Hang Ga Nuong Han Quoc  Nguyen Tri Phuong,Restaurant,Korean,"98  126 Nguyen Tri Phuong, P. 7",5,4.1,"275,000"
D5 0161,Che Thanh Tam  Phan Van Tri,Bistro,Chinese,"528 Phan Van Tri, P.7",5,3.55,"34,500"
D5 0164,Rin Sushi  Nguyen Bieu,Bistro,Japanese,"257 Nguyen Bieu, P. 2",5,4.05,"112,500"
D5 0173,Banh Trung Ga Non Hong Kong Van Ky,Restaurant,Asian,15 Nguyen An,5,3.5,"20,000"
D5 0174,"Big Burger  Hamburger, Beefsteak & Bakery  Tran Hung Dao",Bistro,Asian,131 Tran Hung Dao,5,3.5,"60,000"
D5 0178,Ga Ran KFC  Ngo Quyen,Restaurant,USA,"99 Ngo Quyen, P. 11",5,3,"80,000"
D5 0183,Quan Com Tan Man Ky  Com Ga & Xa Xiu,Bistro,Chinese,"4 Nguyen Duy Duong, P. 8",5,3.5,"45,000"
D5 0186,Chang Kang Kung  Hap Thuy Nhiet Hong Kong  The Garden Mall,Restaurant,Chinese,"Tang Tret The Garden Mall, 190 Hong Bang, P. 12",5,3.4,"200,000"
D5 0187,Mor  Mor  Ice Cream From Australia,Cafe,Australian,167 An Duong Vuong,5,4.1,"30,000"
D5 0198,Dat Thanh  Hu Tieu Nam Vang  Tran Hung Dao B,Bistro,Cambodia,"31 Tran Hung Dao B, P. 6",5,3.4,"53,000"
D5 0200,Mr. Park  Suon Nuong Han Quoc  The Garden Mall,Restaurant,Korean,"Tang Tret The Garden Mall, 190 Hong Bang, P. 12",5,3.6,"225,000"
D5 0202,Yau Hau Fook  Nha Hang Trung Hoa  Tran Hung Dao,Restaurant,Chinese,"963  967 Tran Hung Dao, P. 5",5,3.3,"274,000"
D5 0204,Xing Fu Tang Vietnam  Tra Sua Dai Loan  Tran Binh Trong,Cafe,Taiwanese,"229 Tran Binh Trong, P. 3",5,3.45,"55,000"
D5 0205,Nha Hang TAKA BBQ  Nguyen Tri Phuong,Restaurant,Korean,327 Nguyen Tri Phuong,5,3.4,"240,000"
D5 0208,Dimsum  Hoc Lac,Bistro,Chinese,"38B Hoc Lac, P. 14",5,3.95,"26,500"
D5 0214,Quan Ba Chi  Dac San Cua,Bistro,Chinese,13 Pho Co Dieu,5,3.65,"150,000"
D5 0216,Rules Of Tea  Tra Sua De Vuong  Nguyen Van Cu,Cafe,Taiwanese,"213D Nguyen Van Cu, P. 3",5,3.9,"45,000"
D5 0218,Takoyaki Sushi  Nguyen Trai,Bistro,Japanese,"718 Nguyen Trai, P. 11",5,3.65,"50,000"
D5 0222,TAISOT Mi Y 29K  Vo Van Kiet,Restaurant,Italian,"840 Vo Van Kiet, P. 5",5,4.05,"40,000"
D5 0226,FamilyMart  Nguyen Van Cu,Restaurant,Japanese,"213 Nguyen Van Cu, P. 4",5,3.4,"151,500"
D5 0234,The Pizza Company  The Garden Mall,Restaurant,Italian,"Tang Tret The Garden Mall, 190 Hong Bang, P. 15",5,3.5,"165,000"
D5 0235,KPub  Nuong Phong Cach Pub Han Quoc  Nguyen Tri Phuong,Restaurant,Korean,"134 Nguyen Tri Phuong, P. 9",5,4.35,"175,000"
D5 0242,Tra Vien Quan  Tra Sua Dai Loan  Nguyen Trai,Cafe,Taiwanese,"150A Nguyen Trai, P. 3",5,3.3,"32,500"
D5 0243,Dimsum Ong Sui,Bistro,Chinese,"26 Chau Van Liem, P. 10",5,3.5,"302,500"
D5 0246,Spice World Hotpot,Restaurant,Chinese,"1061  1063  1065 Tran Hung Dao, P. 5",5,3.8,"129,000"
D5 0253,Sushi Cake,Bistro,Japanese,"109 Nguyen Bieu, P. 1",5,3.7,"107,500"
D5 0255,Myeongdong  Quan Mi Han Quoc,Bistro,Korean,"35 Tran Hung Dao, P. 6",5,4.8,"52,000"
D5 0262,Vietnam Ky  Hu Tieu Mi,Bistro,Chinese,"59C Thuan Kieu, P. 12",5,3.2,"64,000"
D5 0272,Nha Hang Van Hoa,Restaurant,Chinese,"68  76 Tan Da, P. 11",5,4.2,"300,000"
D5 0277,Phieu Ky  Hu Tieu Sa Te,Bistro,Chinese,"21 Nguyen An, P. 11",5,3.45,"112,500"
D5 0281,Pepper Lunch Express  Parkson Hung Vuong,Restaurant,Japanese,"Tang 3 Parkson Hung Vuong, 126 Hung Vuong, P. 12",5,3.75,"125,000"
D5 0285,Va Thanh  Quan An Dai Loan  Casual Taiwanese,Bistro,Taiwanese,40 Huynh Man Dat,5,3.9,"65,000"
D5 0289,Yifang  Taiwan Fruit Tea  Tran Hung Dao,Cafe,Taiwanese,"400A Tran Hung Dao, P. 11",5,3.4,"50,000"
D5 0291,Royaltea  428 Tran Hung Dao,Cafe,Taiwanese,"428 Tran Hung Dao, P. 11",5,3.4,"42,500"
D5 0294,Banh Takoyaki Gia Sinh Vien,Restaurant,Japanese,"372 Tran Hung Dao, P. 2",5,3.65,"20,000"
D5 0304,Angel In Us Coffee  Parkson Hung Vuong,Cafe,Korean,"Tang Tret Parkson Hung Vuong, 126 Hung Vuong, P. 12",5,3.85,"52,500"
D5 0305,Bingbox Snow Cream  Tran Binh Trong,Cafe,USA,"58 Tran Binh Trong, P. 1",5,4,"40,000"
D5 0306,Uraetei BBQ  Pho Dinh  Nguyen Trai,Restaurant,Japanese,"965  967 969 Nguyen Trai, P. 14",5,4.1,"340,000"
D5 0307,Kim  Chao Ech Singapore,Bistro,Singapore,"110 Phan Van Tri , P. 2",5,3.95,"49,000"
D5 0312,Sunshine Fresh Tea,Cafe,Taiwanese,"109 Nguyen Bieu, P. 1",5,3.75,"40,000"
D5 0313,Tra Sua Han Quoc  Nguyen Trai,Cafe,Korean,"567 Nguyen Trai, P. 7",5,3.15,"20,000"
D5 0315,Coco Thai  Kem Xoi Dua,Cafe,Thailand,"657 Tran Hung Dao, P. 1",5,4.05,"22,500"
D5 0316,Hotpot Story Garden Mall,Restaurant,Asian,"Tang Tret, Giang Hang 1.19, Garden Mall, Zone A, 190 Hong Bang, P. 12",5,3.1,"175,000"
D5 0317,Lok Lok  Do Nhung & Xien Que Malaysia,Restaurant,Malaysia,"565/20 Nguyen Trai, P. 7",5,3.7,"13,500"
D5 0320,Yu Tang Tea House  An Duong Vuong,Cafe,Taiwanese,"63 An Duong Vuong, P. 8",5,4.2,"55,000"
D5 0322,Che Ta Uyen,Restaurant,Chinese,377 Nguyen Chi Thanh,5,3.95,"21,000"
D5 0327,OMG  Ga Chien Gion Dai Loan  Nguyen Trai,Restaurant,Taiwanese,"599 Nguyen Trai, P. 7",5,3.2,"67,500"
D5 0328,Hung Ky Mi Gia  Tran Hung Dao,Bistro,Asian,"454 Tran Hung Dao, P. 2",5,3.9,"45,000"
D5 0332,Che Lam Thanh  Tran Hung Dao,Restaurant,Asian,486 Tran Hung Dao B,5,3.9,"15,000"
D5 0333,Tra Sua Huong Tra  Tran Hung Dao,Cafe,Chinese,"112 Tran Hung Dao, P. 7",5,3.3,"42,500"
D5 0338,Pizza Ba Khang,Restaurant,Italian,"563A Nguyen Trai, P. 7",5,3.2,"67,500"
D5 0345,Ga Ran Popeyes  An Duong Vuong,Restaurant,USA,"326 An Duong Vuong, P. 4",5,3.6,"105,000"
D5 0347,Vit Quay A Tac,Bistro,Chinese,"126 Huynh Man Dat, P. 3",5,3.75,"140,000"
D5 0348,Xien Que  Parkson Hung Vuong,Bistro,Japanese,"Tang 3 Parkson Hung Vuong, 126 Hung Vuong, P. 12",5,3.2,"65,000"
D5 0351,Kem BUD'S  Parkson Hung Vuong,Cafe,USA,"Tang 3 Parkson Hung Vuong, 126 Hung Vuong, P. 12",5,3.3,"64,000"
D5 0356,Tiger Sugar.Delivery  Duong Nau Sua  Nguyen Van Cu,Cafe,Taiwanese,"57 Nguyen Van Cu, P. 1",5,3.75,"42,000"
D5 0372,Ha Cao Phanh  Mon Quang Tay,Restaurant,Chinese,"012 Lo B Chung Cu Nguyen Trai, Mac Thien Tich, P. 8",5,3.5,"12,500"
D5 0377,Quan 77  Ga Tiem Thuoc Bac,Bistro,Asian,"87 Nguyen Thi, P. 13",5,3.75,"32,500"
D5 0382,Bann Siam  Banh Keo Nhap Khau  Shop Online,Restaurant,Thailand,"51/2B Nguyen Trai, P. 2",5,3.65,"50,000"
D5 0385,Kim Phuong  Hot Ga Nuong Thai Lan,Bistro,Thailand,Nga Tu Do Ngoc Thanh  Nguyen Chi Thanh,5,3.8,"9,000"
D5 0386,Thai Food  Bach Van,Bistro,Thailand,"58 Bach Van, P. 5",5,4,"67,500"
D5 0388,Gogi House  Nuong Han Quoc  An Duong Vuong,Restaurant,Korean,"65 An Duong Vuong, P. 8",5,3.65,"190,000"
D5 0400,Tra Sua Bobapop  Tran Binh Trong,Cafe,Taiwanese,"233 Tran Binh Trong, P. 4",5,3.9,"45,000"
D5 0403,ChaMi  Taiwan Milk Tea,Cafe,Taiwanese,"716 Tran Hung Dao, P. 2",5,3.3,"35,000"
D5 0405,Qeebee Coffee  Fastfood & Drink,Bistro,Italian,"100/12 Hung Vuong, P. 9",5,3.45,"42,500"
D5 0409,Lu Ky  Hu Tieu & Mien Ga  Nguyen Trai,Bistro,Chinese,"904/3 Nguyen Trai, P. 14",5,3.65,"39,000"
D5 0428,Futayaki  Lau Nhat Va Bit Tet  Hung Vuong,Bistro,Japanese,"Hung Vuong Plaza, 126 Hung Vuong",5,3.5,"82,500"
D5 0445,Happy House  Banh Keo & Thuc Pham Nhap Khau,Restaurant,Asian,"415 Tran Hung Dao B, P. 14",5,4,"155,000"
D5 0446,Kem Trang Tien  Nguyen Van Cu,Cafe,Asian,"215 Nguyen Van Cu, P. Nguyen Cu Trinh",5,3.65,"23,500"
D5 0455,Coco Sushi  Shop Online,Restaurant,Japanese,"Lau 5 Parkson Hung Vuong, 126 Hung Vuong",5,3.6,"64,000"
D6 0004,Texas Chicken  Hau Giang,Restaurant,USA,"176C176D Hau Giang, P. 6",6,3.3,"135,000"
D6 0008,Suon Cay Nuong & Hai San  Kinh Duong Vuong,Bistro,Korean,"99 Kinh Duong Vuong, P. 12",6,3.7,"110,000"
D6 0009,Funny Beef  Spaghetti & Beefsteak  Nguyen Van Luong,Bistro,Italian,"203C Nguyen Van Luong, P. 11",6,3.75,"60,000"
D6 0010,Sushi 107,Bistro,Japanese,"107 Duong So 10, P. 13",6,3.75,"57,500"
D6 0012,Ty Thy  Goi Du Du Thai,Bistro,Thailand,"2B Ben Phu Lam, P. 9",6,3.2,"32,500"
D6 0017,Gia Phu Phuc Kien  Am Thuc Trung Hoa,Restaurant,Chinese,"513/28 Gia Phu, P. 3",6,3.7,"190,000"
D6 0022,Le Castella Viet Nam  Banh Bong Lan Dai Loan  Hau Giang,Bakery,Taiwanese,"152 Hau Giang, P. 6",6,3.15,"65,000"
D6 0026,Mi Cay Gochu  Nguyen Van Luong,Bistro,Korean,"409 Nguyen Van Luong, P. 12",6,4.5,"40,000"
D6 0033,Ga Ran Popeyes  Nguyen Van Luong,Restaurant,USA,"500C Nguyen Van Luong, P. 12",6,3.25,"90,000"
D6 0038,Sasin  Mi Cay 7 Cap Do Han Quoc  Nguyen Van Luong,Bistro,Korean,"233A Nguyen Van Luong, P. 11",6,3.65,"85,000"
D6 0041,Che Thap Cam Phuc Linh,Bistro,Chinese,"200 Le Quang Sung, P. 6",6,3.65,"16,000"
D6 0052,Chi Dao Bao  Dimsum,Restaurant,Chinese,"97  99 Ly Chieu Hoang, P. 10",6,3.95,"125,000"
D6 0057,A Mao  Mi Sup Dai Loan  Gia Phu,Restaurant,Taiwanese,"Tang Tret, Chung Cu Viva, Cong 445 Gia Phu, P. 3",6,3.95,"37,000"
D6 0060,Chao Ech Singapore Miss Hana  Binh Phu,Bistro,Singapore,"87 Binh Phu, P. 11",6,4.05,"67,000"
D6 0066,Sushi Minh  Giao Hang Tan Noi  Hau Giang,Bistro,Japanese,"13 Hau Giang, P. 2",6,3.05,"107,500"
D6 0072,Bo Vien A Tat  Bo Vien Nhan Sot Hong Kong  Cao Van Lau,Bistro,Chinese,130 Cao Van Lau,6,4.65,"60,000"
D6 0074,TOUS les JOURS  Hau Giang,Cafe,Korean,"231 Hau Giang, P. 5",6,3.25,"307,500"
D6 0081,Sushi Vien Ong Chu Nho  70B Hau Giang,Restaurant,Japanese,"70B Hau Giang, P. 6",6,3.75,"85,500"
D6 0084,Quan Co Nam  Bo Kho & Bun Hen,Bistro,Thailand,166 Hau Giang,6,3.4,"57,500"
D6 0089,Yoko Sushi,Bistro,Japanese,"136 Duong So 10, Cu Xa Ra Da, P. 13",6,4,"44,500"
D6 0117,Sa Te Nai & Nai Kho  Tran Van Kieu,Bistro,Chinese,"164 Tran Van Kieu, P. 10",6,3.85,"45,000"
D6 0123,"An Vat Yumi  Mi Cay, Mi Goi Tron & Banh Trang Cuon",Bistro,Korean,"183/29G Tan Hoa Dong, P. 14",6,3.8,"30,500"
D6 0124,Tra Sua Feeling Tea  Tan Hoa Dong,Cafe,Asian,"23 Tan Hoa Dong, P. 13 (Gan Truong Hoc Mac Dinh Chi)",6,3.5,"30,000"
D6 0127,D&M Sushi  Duong So 10,Bistro,Japanese,"01R Duong So 10, P. 13",6,4,"12,000"
D6 0145,Namsan Tokbokki  Pham Hung,Restaurant,Korean,"199/9A Le Quang Sung, P. 6",6,3.8,"25,000"
D6 0153,Beeftex,Restaurant,USA,"1A Tan Hoa, P. 14",6,3.7,"210,000"
D6 0160,Tra Sua Tian Mi Mi,Bistro,Chinese,"79A Le Quang Sung, P. 2",6,4,"47,500"
D6 0169,Royaltea Hong Kong  Nguyen Van Luong,Cafe,Chinese,"135/4 Nguyen Van Luong, P. 10",6,3.35,"48,500"
D6 0179,Com Ga Hong Kong  Nguyen Van Luong,Bistro,Chinese,"135/4 Nguyen Van Luong, P. 10",6,3.1,"48,500"
D6 0192,Doyagi  Am Thuc Han Quoc,Bistro,Korean,"126 Duong So 10, Cu Xa Ra Da, P. 13",6,3.95,"39,000"
D6 0193,Chin Quan  Mi Tron Hongkong,Bistro,Chinese,"194 Nguyen Van Luong, P. 11",6,4,"35,000"
D6 0194,Michael Dimsum  Banh Cuon Hong Kong  Pham Phu Thu,Bistro,Chinese,"82 Pham Phu Thu, P. 3",6,3.15,"35,000"
D6 0208,Ha Cao Hong Kong  Hau Giang,Restaurant,Chinese,"92 Hau Giang, P. 6",6,3.7,"55,000"
D6 0217,Com Chao Trieu Chau 63,Bistro,Chinese,"683 Hong Bang, P. 5",6,3.6,"30,000"
D6 0221,Sentosa Food  Chao Ech Singapore  Hau Giang,Bistro,Singapore,120 Hau Giang,6,3.15,"52,500"
D6 0247,Bun Thai D25 Quan,Bistro,Thailand,"E30 Cu Xa Phu Lam B, P. 13",6,3.15,"30,000"
D6 0251,"Ut Huong  Hu Tieu Mi, Bo Kho, Tai Nam Gau Gan",Bistro,Chinese,24 Binh Phu,6,3.5,"32,500"
D6 0252,Hu Tieu Nam Vang Campuchia,Bistro,Cambodia,"Ngo Nhan Tinh, P. 2",6,3.6,"35,000"
D6 0257,Teng Teng  Taiwan Tea  Vo Van Kiet,Cafe,Taiwanese,"1398 Vo Van Kiet, P. 1",6,3.5,"27,500"
D6 0261,Com Ga Sot Japan,Bistro,Japanese,"87/17 Nguyen Pham Tuan, P. 9",6,3.75,"40,000"
D6 0282,Xoi Bat Buu,Restaurant,Chinese,"95A Ly Chieu Hoang, P. 10",6,3.25,"15,000"
D6 0290,Ong Soi  Sui Cao & Hu Tieu Mi,Bistro,Chinese,"116 Hau Giang, P. 6",6,3.25,"27,000"
D6 0296,Trai Cay Say Kho Thai Lan Online,Restaurant,Thailand,105 Minh Phung,6,4.1,"93,000"
D6 0310,Takoyaki & Banh Xeo,Restaurant,Japanese,165A Nguyen Van Luong,6,4.45,"18,500"
D6 0354,San Mama  Lau Dai Loan,Bistro,Taiwanese,159 Hau Giang,6,4.2,"87,000"
D6 0366,Sushi Oshio,Bistro,Japanese,"234E Nguyen Van Luong, P. 11",6,4.4,"204,000"
D6 0378,Life Tea  Tra Sua Dai Loan,Cafe,Taiwanese,"214 Nguyen Van Luong, P. 11",6,4.1,"17,500"
D6 0384,Chao Ech Singapore  Cu Xa Phu Lam B,Bistro,Singapore,"D33 Cu Xa Phu Lam B, P. 13",6,3.25,"60,000"
D6 0392,Ga Cay Pho Mai & An Vat Co Chu Nho,Bistro,Korean,"487B Hau Giang, P.11",6,3.65,"35,000"
D6 0393,Little Hongkong  Banh Trung Ga Non  Binh Phu,Restaurant,Chinese,"23 Binh Phu, P. 10",6,3.3,"17,500"
D6 0415,Com Ga Hai Nam  Hau Giang,Bistro,Chinese,"140 Hau Giang, P. 6",6,4.5,"73,000"
D6 0444,Han Quoc Quan  Lau Ga Nhan Sam & An Vat,Bistro,Korean,"219 Nguyen Van Luong, P. 11",6,4.85,"125,000"
D6 0466,Kem Cuon Fresh,Cafe,Thailand,"199/5 Le Quang Sung, P. 6",6,5,"15,000"
D6 0473,Tra Sua Pozaa Tea  Pham Van Chi,Cafe,Asian,"579/8 Pham Van Chi, P. 7",6,3.05,"35,000"
D6 0477,Chick And Cheese,Restaurant,Korean,"963A1 Lo Gom, P. 8",6,4.05,"47,500"
D6 0479,Tra Sua Co Chan,Restaurant,Thailand,"21 Duong So 11, P. 13",6,4.1,"11,500"
D6 0481,Ly Dong  Am Thuc Trung Hoa & Com Gia Dinh,Bistro,Chinese,"123/2B Binh Tay, P. 1",6,3.4,"115,000"
D6 0487,Tra Tien Huong  Hau Giang,Cafe,Taiwanese,283A Hau Giang,6,4.3,"58,500"
D6 0502,Ha Cao Phat Dat  Pham Van Chi,Bistro,Chinese,"178 Pham Van Chi, P. 4",6,3.95,"32,500"
D6 0517,Kem Bingsu Ice ? Flowers,Cafe,Korean,"D29 Cu Xa Phu Lam B, P. 13",6,4.5,"30,000"
D6 0542,Com Trieu Chau  Hong Bang,Bistro,Chinese,643 Hong Bang,6,3.5,"103,000"
D7 0001,Morico  Contemporary Japanese Lifestyle  Crescent Mall,Restaurant,Japanese,"Tang 2 Crescent Mall, 101 Ton Dat Tien, P. Tan Phu",7,3.95,"235,000"
D7 0002,Papas' Chicken  Phu My Hung,Restaurant,Korean,"S371 Hung Vuong 2, Bui Bang Doan",7,3.5,"265,000"
D7 0003,Sumo BBQ  SC VivoCity  Buffet Nuong & Lau,Restaurant,Japanese,"Tang 2 Lo 02  39 SC Vivo City, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,4.2,"707,000"
D7 0004,Mr.BBQ  Am Thuc Han Quoc,Restaurant,Korean,137 Ton Dat Tien,7,3.6,"480,000"
D7 0006,Seol Hwa  Bingsu Sua Bao Tuyet Hoa  Sky Graden,Cafe,Korean,"28/1 Pham Van Nghi, Khu Pho Sky Garden 1, P. Tan Phong",7,3.95,"270,000"
D7 0007,Shabu Ya  SC VivoCity,Restaurant,Japanese,"Tang 4  SC VivoCity, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,3.8,"490,000"
D7 0008,Galbi Brothers  Nha Hang Han Quoc,Restaurant,Korean,"R1  25 Hung Phuoc 4, Pham Van Nghi, P. Tan Phong",7,3.45,"750,000"
D7 0009,D'Maris  Buffet Cao Cap  Lotte Mart Nam Sai Gon,Restaurant,Korean,"Lau 3 Lotte Mart Nam Sai Gon, 469 Nguyen Huu Tho, P. Tan Hung",7,3.85,"890,000"
D7 0011,Buzza Pizza  Nguyen Thi Thap,Restaurant,Italian,"Tang 1, 51  53 Nguyen Thi Thap, P. Tan Hung",7,4,"208,000"
D7 0012,Marukame Udon  SC VivoCity,Restaurant,Japanese,"Tang 2  SC VivoCity, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,3.7,"230,000"
D7 0013,The Coffee Bean & Tea Leaf  Crescent Mall,Cafe,USA,"101 Nguyen Khac Vien, P. Tan Phu",7,3.9,"180,000"
D7 0014,King BBQ  Vua Nuong Han Quoc  SC VivoCity,Restaurant,Korean,"0405B SC VivoCity, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,3.65,"700,000"
D7 0016,"Yeebo Di Buu  Seafood, Hot Pot & Dimsum  Ho Ban Nguyet",Restaurant,Chinese,"109 Ton Dat Tien, P. Tan Phu",7,3.8,"960,000"
D7 0017,Korean Grill  Buzza BBQ Buffet  Nguyen Thi Thap,Restaurant,Korean,"Tang 3, 51  53 Nguyen Thi Thap, P. Tan Hung",7,4.05,"140,000"
D7 0019,Osaka Ramen Mi Nhat  Phu My Hung,Restaurant,Japanese,"SD04H, 292 My Phat, 133 Nguyen Duc Canh",7,3.75,"175,000"
D7 0024,Friends By Pontian  Mi Singapore  SC VivoCity,Bistro,Singapore,"24A SC VivoCity, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,3.1,"75,000"
D7 0025,Golden Jade Restaurant  SC VivoCity,Restaurant,Chinese,"Tang 1  SC VivoCity, 1058 Nguyen Van Linh, KP. 1, P. Tan Phong",7,3.6,"250,000"
D7 0027,Sinjeon Tokbokki  Am Thuc Han Quoc  Duong So 28,Restaurant,Korean,"92 Duong So 28, P. Tan Phong",7,3.7,"350,000"
D7 0032,Sung Won House  Am Thuc Han Quoc,Restaurant,Korean,"137 Duong So 17, P. Tan Quy",7,3.25,"114,000"
D7 0034,San Fu Lou  Am Thuc Quang Dong  Crescent Mall,Restaurant,Chinese,"Tang Tret Crescent Mall, 101 Ton Dat Tien, P. Tan Phu",7,3.55,"220,000"
D7 0035,Nha Hang Han Quoc Lee Cho  Hung Phuoc 2,Restaurant,Korean,48 Hung Phuoc 2,7,3.7,"430,000"
D7 0036,Mr. Beefsteak  Lam Van Ben,Restaurant,French,"285 Lam Van Ben, P. Tan Quy",7,3.95,"150,000"
D7 0037,Young Dabang  Lau Tokbokki Han Quoc,Bistro,Korean,"143 Nguyen Duc Canh, P. Tan Phong",7,4.05,"640,000"
