id,Name,Type,Cusine,Address,District,Rating, Average 
D11_0388,Hu_Tiu_Bo_Vien__Nguyen_Chi_Thanh,Restaurant,Vietnamese,"866_Nguyen_Chi_Thanh,_P._4",11,3.9,25000000
D11_0389,Quan_Com_Dong_Giang,Restaurant,Vietnamese,"42_Tran_Quy,_P._6",11,4.1,35000000
D11_0390,De_Toan_Ky,Restaurant,Vietnamese,"6/1B_Tan_Hoa,_P._1",11,3.8,90000000
D11_0391,Minh_Thy_Milk_Tea,Cafe,Vietnamese,"23_Trinh_Dinh_Trong,_P._5",11,3.7,25000000
D11_0392,Banh_Trang_Tron__Cong_Truong_Dai_Hoc_Bach_Khoa,Restaurant,Vietnamese,Dai_Hoc_Bach_Khoa_Cong_Ly_Thuong_Kiet,11,3.65,58500000
D11_0393,Phuoc__Banh_Mi,Restaurant,Vietnamese,"467/2_Le_Dai_Hanh,_P._11",11,3.65,20000000
D11_0394,Milano_Coffee__Le_Dai_Hanh,Cafe,Vietnamese,"71_Le_Dai_Hanh,_P._6",11,4.5,25000000
D11_0395,Khuong_Lac_Bakery,Bakery,Vietnamese,"195/193_Pho_Co_Dieu,_P._6",11,3.85,940000000
D11_0396,Takoyaki__Banh_Bach_Tuoc_Tuoi_Ngon,Restaurant,Japanese,"340_Minh_Phung,_P._2",11,3.8,22500000
D11_0397,Bun_Thai,Restaurant,Thailand,"265_Xom_Dat,_P._9",11,3.65,30000000
D11_0398,Hotdog_Co_Anh,Restaurant,Vietnamese,74_Binh_Thoi,11,3.65,6500000
D11_0399,Hu_Tieu_Mi_Nhuan_Ky__Lo_Sieu,Restaurant,Vietnamese,"50_Lo_Sieu,_P._16",11,3.8,24000000
D11_0400,Am_Thuc_Con_Bo_Vang__Quan_An_Gia_Dinh,Restaurant,Vietnamese,"237_Ly_Thuong_Kiet,_P._15",11,3.75,250000000
D11_0401,Tra_Sua_A1,Cafe,Vietnamese,"180/9_Lac_Long_Quan,_P._10",11,3.65,17500000
D11_0402,Banh_Trang_Nuong,Restaurant,Vietnamese,"160_Nguyen_Thi_Nho,_P.15",11,3.75,7500000
D11_0403,Banh_Canh_Gio_Heo__Binh_Thoi,Restaurant,Vietnamese,"65_Binh_Thoi,_P._14",11,3.85,25000000
D11_0404,Quan_An_Chin_Lau_Con,Restaurant,Vietnamese,"93/93_Duong_100_Binh_Thoi,_P._14",11,3.65,67500000
D11_0405,Bo_Bit_Tet_Lu_Gia,Restaurant,Vietnamese,"1/104_Cu_Xa_Lu_Gia,_P._15",11,4.25,47500000
D11_0406,Bo_Ne_3_Ngon__Bo_Quanh_Lua_Hong__Lanh_Binh_Thang,Restaurant,Vietnamese,302_Lanh_Binh_Thang,11,3.9,31500000
D11_0407,OLA_Tea_House__Le_Dai_Hanh,Cafe,Vietnamese,"Tang_G_Parkson_Flemington,_184_Le_Dai_Hanh,_P._15",11,4.1,28500000
D11_0408,Ca_Vien_Chien_3K__Duong_So_62,Restaurant,Vietnamese,"Duong_So_62,_P._15",11,3.95,5000000
D11_0409,Mien_Thai_Ganh__Ton_That_Thiep,Restaurant,Thailand,"189_Ton_That_Thiep,_P._12",11,4.1,70000000
D11_0410,Lau_De_Minh_Phung__Tue_Tinh,Restaurant,Vietnamese,"91_Tue_Tinh,_P._13",11,3.4,80000000
D11_0411,Banh_Beo_O_Tien,Restaurant,Vietnamese,"202C_Chung_Cu_Au_Co,_Trinh_Dinh_Trong,_P._5",11,3.55,22500000
D11_0412,Cua_Hang_An_Uong_Nam_Phuong,Cafe,Vietnamese,"Lau_6,_Lu_Gia_Plaza,_70_Lu_Gia",11,3.45,18500000
D11_0413,Tra_Sua_Gong_Cha__??__Parkson_Flemington,Cafe,Taiwanese,"Gian_Hang_A1__01A,_Tang_1_Parkson_Flemington,_184_Le_Dai_Hanh,_P._15",11,3.9,50000000
D11_0414,Trung_Ky_Mi_Gia,Restaurant,Vietnamese,"245_Ha_Ton_Quyen,_P._6",11,3.3,37500000
D11_0415,An_Vat_Nha_Sting,Restaurant,Vietnamese,"756_Hong_Bang,_P._1",11,4.8,52500000
D11_0416,Hu_Tieu_Ba_Loc,Restaurant,Vietnamese,"187_Ly_Nam_De,_P._7",11,3.55,40000000
D11_0417,Am_Thuc_Tao_Lai,Restaurant,Chinese,"141/1_Quan_Su_,_P._11",11,4.2,1545000000
D11_0418,Kanlu_Cha__Nuoc_Ep_&_Cafe_LQ,Cafe,Taiwanese,"38_Duong_So_5,_P._8",11,4.15,31500000
D11_0419,Hoang_Yen_Karaoke_&_Quan_An,Restaurant,Vietnamese,"394/54_Minh_Phung,_P._10",11,3,187500000
D11_0420,Ha_Cao_10_Mon__Diem_Tam_Hong_Kong_Thanh_Phat,Restaurant,Vietnamese,"242_Tran_Quy,_P._6",11,3.55,35000000
D11_0421,Lair_Cafe,Cafe,Vietnamese,"351/99_Le_Dai_Hanh,_P.13,_Q.11",11,3.9,51000000
D11_0422,Tra_Sua_Cueicha__Binh_Thoi,Cafe,Taiwanese,"53_Duong_100_Binh_Thoi,_P._14",11,4.25,42500000
D11_0423,Gio_Cafe,Cafe,Vietnamese,"Chung_cu_319_Lo_A1,_04__Thien_Phuoc,_P.15",11,3.9,18500000
D11_0424,An_Vat_Dyesebel,Restaurant,Vietnamese,"152/14_Lac_Long_Quan,_P._3",11,3.6,20000000
D11_0425,LIBRARY_Coffee_&_TEA,Cafe,Vietnamese,"249B_Ly_Thuong_Kiet,_P._15",11,4.6,43500000
D11_0426,Xoi_Chien_Ba_Hai_Nau,Restaurant,Vietnamese,"Ly_Thuong_Kiet,_P._15",11,4.3,6000000
D11_0427,Banh_Xeo_Ca_Mau,Restaurant,Vietnamese,"164_Tran_Quy,_P._6",11,3.7,22500000
D11_0428,Pho_Ha_Thanh__Lac_Long_Quan,Restaurant,Vietnamese,113G_Lac_Long_Quan,11,4.5,30000000
D11_0429,Co_Thu__Bun_Rieu_&_Canh_Bun,Restaurant,Vietnamese,"2F_Lac_Long_Quan,_P._5",11,3.35,25000000
D11_0430,Milo_Dam_Tan_Khai,Restaurant,Vietnamese,"57_Tan_Khai,_P._4",11,3.9,26500000
D11_0431,Che_Y_Van__Trinh_Dinh_Trong,Restaurant,Vietnamese,"45B_Trinh_Dinh_Trong,_P._5",11,3.9,20000000
D11_0432,Goi_Cuon_Co_Loan,Restaurant,Vietnamese,"57/3_Doi_Cung,_P._11",11,4,6000000
D11_0433,Life_365_Cafe,Cafe,Vietnamese,"186_Tran_Quy,_P._6",11,4.5,27000000
D11_0434,Bun_Thit_Nuong_Gia_Truyen_Hong_Phat__Bun_Thit_Nuong__Lac_Long_Quan,Restaurant,Vietnamese,"158_Lac_Long_Quan,_P._3",11,3.45,37500000
D11_0435,Pho_Thanh__Binh_Thoi,Restaurant,Vietnamese,"613_Binh_Thoi,_P.10",11,3.9,37500000
D11_0436,ATYGO__Coffee_&_Tea,Cafe,Vietnamese,"192_Han_Hai_Nguyen,_P._8",11,4.7,29000000
